"mbtag","artist_id"
"rock and indie","AR2NJG71187FB5203E"
"drum and bass","AR2NJG71187FB5203E"
"british","AR2NJG71187FB5203E"
"black metal","AR2NJNP1187B98E077"
"funeral doom","AR2NJNP1187B98E077"
"black doom metal","AR2NJNP1187B98E077"
"electronic","AR2NLBP1187B9A3A05"
"ebm","AR2NLBP1187B9A3A05"
"doom metal","AR2NNNS1187B9B7C6F"
"swedish","AR2NNNS1187B9B7C6F"
"metal","AR2NNNS1187B9B7C6F"
"heavy metal","AR2NNNS1187B9B7C6F"
"french","AR2O0GY1187B98D3F8"
"european","AR2O0GY1187B98D3F8"
"shoegazing","AR2O1PB1187B9B29EA"
"uk","AR2OECI1187FB4FC51"
"psychobilly","AR2OECI1187FB4FC51"
"rockabilly","AR2OECI1187FB4FC51"
"england","AR2OECI1187FB4FC51"
"medway","AR2OECI1187FB4FC51"
"swedish","AR2OUIF1187B99C60E"
"dark ambient","AR2OUIF1187B99C60E"
"metal","AR2PEEU1187FB48B5A"
"canadian","AR2PEEU1187FB48B5A"
"deathcore","AR2PEEU1187FB48B5A"
"metalcore","AR2PEEU1187FB48B5A"
"uk","AR2PHRL1187B9AFF56"
"english","AR2PHRL1187B9AFF56"
"british","AR2PHRL1187B9AFF56"
"cambridge","AR2PHRL1187B9AFF56"
"england","AR2PHRL1187B9AFF56"
"classic pop and rock","AR2PHRL1187B9AFF56"
"punk","AR2PHRL1187B9AFF56"
"hornchurch","AR2PN0V1187B9AF887"
"british","AR2PN0V1187B9AF887"
"dance and electronica","AR2PN0V1187B9AF887"
"finnish","AR2PSZR1187B9ABB27"
"rock and indie","AR2PVVF1187FB3F333"
"folk","AR2PXBU1187FB5BB30"
"dutch","AR2QYQT1187FB4E59C"
"pop folk","AR2R1BM1187FB3CF46"
"suédois","AR2RFZP1187FB4B33E"
"swedish","AR2RFZP1187FB4B33E"
"suède","AR2RFZP1187FB4B33E"
"scandinavia","AR2RFZP1187FB4B33E"
"scandinave","AR2RFZP1187FB4B33E"
"power pop","AR2RFZP1187FB4B33E"
"scandinavie","AR2RFZP1187FB4B33E"
"sweden","AR2RFZP1187FB4B33E"
"scandinavian","AR2RFZP1187FB4B33E"
"hungarian","AR2RUEX1187FB402BA"
"favorite argentinian","AR2S6UD1187B9B944F"
"hip hop","AR2S8BS1187B99571B"
"hip hop rnb and dance hall","AR2SGQW1187B9B9E7C"
"rnb","AR2SHU51187FB5CDC0"
"american","AR2SHU51187FB5CDC0"
"pop","AR2SHU51187FB5CDC0"
"dance-pop","AR2SHU51187FB5CDC0"
"urban","AR2SHU51187FB5CDC0"
"hip hop rnb and dance hall","AR2SHU51187FB5CDC0"
"ska","AR2SMD91187B9B0582"
"punk","AR2SMD91187B9B0582"
"american","AR2SMD91187B9B0582"
"hip hop rnb and dance hall","AR2SUR91187FB3BF3E"
"hebrew","AR2SZ2A1187FB5A5FF"
"manchester","AR2TC1M1187FB4C9EC"
"england","AR2TC1M1187FB4C9EC"
"uk","AR2TC1M1187FB4C9EC"
"punk","AR2TC1M1187FB4C9EC"
"mod","AR2TC1M1187FB4C9EC"
"classic pop and rock","AR2TH8U1187FB463A8"
"bachata","AR2TZAV1187B991516"
"rock and indie","AR2U0OZ1187FB37B41"
"uk","AR2U6Z81187B9A7BA6"
"welsh","AR2U6Z81187B9A7BA6"
"british","AR2U6Z81187B9A7BA6"
"wales mary hopkin","AR2U6Z81187B9A7BA6"
"country","AR2U9YY1187B9955A4"
"folk","AR2U9YY1187B9955A4"
"latvian","AR2UA211187FB3EFB1"
"eurovision","AR2UDJS1187B995FEF"
"irish","AR2UDJS1187B995FEF"
"classic pop and rock","AR2UE9U1187B9AD9DA"
"finnish","AR2UHZT1187FB5033D"
"classic pop and rock","AR2UQQ51187B9AC816"
"folk","AR2UQQ51187B9AC816"
"british","AR2UTLV1187FB59C94"
"uk","AR2UTLV1187FB59C94"
"blues rock","AR2UTLV1187FB59C94"
"psychedelic rock","AR2UTLV1187FB59C94"
"english","AR2UTLV1187FB59C94"
"rock","AR2UTLV1187FB59C94"
"britannique","AR2UTLV1187FB59C94"
"gospel","AR2UWUD1187B9B3B01"
"rnb","AR2UWUD1187B9B3B01"
"jazz","AR2UWUD1187B9B3B01"
"folk","AR2UWUD1187B9B3B01"
"soul","AR2UWUD1187B9B3B01"
"american","AR2UWUD1187B9B3B01"
"classic pop and rock","AR2UWUD1187B9B3B01"
"european","AR2VJL41187B98F372"
"electronic","AR2VJL41187B98F372"
"american","AR2VLIP1187B99F897"
"deathcore","AR2VLIP1187B99F897"
"metal","AR2VLIP1187B99F897"
"metalcore","AR2VLIP1187B99F897"
"melodic death metal","AR2VLIP1187B99F897"
"arabic","AR2VZ8Z1187FB58719"
"british","AR2W4T81187FB410A7"
"psychedelic rock","AR2W4T81187FB410A7"
"hard rock","AR2W4T81187FB410A7"
"rock","AR2W4T81187FB410A7"
"progressive rock","AR2W4T81187FB410A7"
"blues rock","AR2W4T81187FB410A7"
"uk","AR2W4T81187FB410A7"
"english","AR2W4T81187FB410A7"
"soft rock","AR2W4T81187FB410A7"
"classic pop and rock","AR2W4T81187FB410A7"
"ska","AR2W94J1187B9B5C2C"
"soul and reggae","AR2WF5T1187FB44C69"
"classic pop and rock","AR2WI8W1187FB390BA"
"finnish","AR2WOFC1187FB38977"
"scottish","AR2WOOQ1187B98E303"
"british","AR2WOOQ1187B98E303"
"alternative rock","AR2WOOQ1187B98E303"
"uk","AR2WOOQ1187B98E303"
"indie rock","AR2WOOQ1187B98E303"
"rock and indie","AR2WOOQ1187B98E303"
"rock","AR2WOOQ1187B98E303"
"rock and indie","AR2WR171187FB35FDE"
"swiss","AR2X4TI1187B9A7509"
"folk","AR2X68N1187B98D987"
"french","AR2X7JU1187FB3DCBC"
"folk","AR2XBPG1187B98FCBE"
"irish folk","AR2XBPG1187B98FCBE"
"irish","AR2XBPG1187B98FCBE"
"the best","AR2XBPG1187B98FCBE"
"frankfurt","AR2XFZ31187FB5C0ED"
"german","AR2XFZ31187FB5C0ED"
"hip hop rnb and dance hall","AR2XI6G1187B9AE7DA"
"male vocalists","AR2XILQ1187FB3AA83"
"70s","AR2XILQ1187FB3AA83"
"rock","AR2XILQ1187FB3AA83"
"experimental","AR2XILQ1187FB3AA83"
"pop","AR2XILQ1187FB3AA83"
"british","AR2XILQ1187FB3AA83"
"80s","AR2XILQ1187FB3AA83"
"american","AR2XIO61187B997B3C"
"asian","AR2XIR11187FB36A5F"
"pakistani","AR2XIR11187FB36A5F"
"production music","AR2XY3N1187B98F8FE"
"hip hop rnb and dance hall","AR2Y6MN1187B9B47A5"
"vibraphone","AR2YY1B1187FB41C7C"
"jazz","AR2YY1B1187FB41C7C"
"marimba","AR2YY1B1187FB41C7C"
"latin","AR2YZ0T1187FB3DB93"
"grupero","AR2YZ0T1187FB3DB93"
"downtempo","AR2Z6PL1187FB43B79"
"electronica","AR2Z6PL1187FB43B79"
"production music","AR2ZB211187B9A3B84"
"ska","AR2ZHQR1187B9A5566"
"espagne","AR2ZHQR1187B9A5566"
"ska punk","AR2ZHQR1187B9A5566"
"spanish","AR2ZHQR1187B9A5566"
"spain","AR2ZHQR1187B9A5566"
"espagnol","AR2ZHQR1187B9A5566"
"folk","AR2ZNXL1187B9B87A1"
"dutch","AR2ZO4W1187FB4193E"
"nl","AR2ZO4W1187FB4193E"
"american","AR2ZPMX1187FB4E4B6"
"usa","AR2ZPMX1187FB4E4B6"
"indie rock","AR2ZPMX1187FB4E4B6"
"rock and indie","AR2ZPMX1187FB4E4B6"
"afrobeat","AR2ZPMX1187FB4E4B6"
"indie","AR2ZPMX1187FB4E4B6"
"rock","AR2ZPMX1187FB4E4B6"
"united states","AR2ZPMX1187FB4E4B6"
"compositeur","AR2ZPMX1187FB4E4B6"
"américain","AR2ZPMX1187FB4E4B6"
"composer","AR2ZPMX1187FB4E4B6"
"world","AR2ZQON1187B989B16"
"danish","AR2ZXD41187B9AED48"
"electronic","AR2ZXD41187B9AED48"
"electro-industrial","AR2ZXD41187B9AED48"
"lgbt","AR2ZXD41187B9AED48"
"bronius bagackas","AR2ZZK61187FB40C58"
"post-rock","AR301421187FB3F478"
"death metal","AR3031H1187B98D125"
"american","AR3031H1187B98D125"
"metal","AR3031H1187B98D125"
"swedish","AR30EQX1187B999182"
"uk","AR30G4B1187B9AFF0C"
"british","AR30G4B1187B9AFF0C"
"english","AR30G4B1187B9AFF0C"
"soul and reggae","AR30R5E1187B9AD78A"
"jazz","AR30W6W1187FB5B46F"
"electronic","AR31BSK1187B9A1CCF"
"american","AR31BSK1187B9A1CCF"
"american","AR31EL21187B98A723"
"rock and indie","AR31EL21187B98A723"
"jamaican","AR31J2U1187FB562EE"
"british","AR31JBY1187FB377A1"
"uk","AR31JBY1187FB377A1"
"classic pop and rock","AR31JBY1187FB377A1"
"synth pop","AR31JBY1187FB377A1"
"rock and indie","AR31LL21187FB4D84E"
"polski","AR31PIQ1187FB38817"
"polish","AR31PIQ1187FB38817"
"goralskie","AR31PIQ1187FB38817"
"goral","AR31PIQ1187FB38817"
"folk-rock","AR31PIQ1187FB38817"
"folk","AR31PIQ1187FB38817"
"rock","AR31PIQ1187FB38817"
"alternative","AR31PIQ1187FB38817"
"german","AR31RRX1187B9B5CAF"
"hip hop rnb and dance hall","AR31Y6Y1187B99A541"
"martial industrial","AR32O4I1187FB4B996"
"apocalyptic folk","AR32O4I1187FB4B996"
"neofolk","AR32O4I1187FB4B996"
"uk","AR32RXI1187B9BA168"
"northern irish","AR32RXI1187B9BA168"
"northern ireland","AR32RXI1187B9BA168"
"punk","AR32RXI1187B9BA168"
"derry","AR32RXI1187B9BA168"
"classic pop and rock","AR32RXI1187B9BA168"
"punk","AR32XX71187B992BE9"
"braunschweig","AR32XX71187B992BE9"
"germany","AR32XX71187B992BE9"
"german","AR32XX71187B992BE9"
"german","AR32YPY1187B9B1B5C"
"progressive rock","AR336PG1187FB3DC6E"
"uk","AR336PG1187FB3DC6E"
"british","AR336PG1187FB3DC6E"
"english","AR336PG1187FB3DC6E"
"rock and indie","AR336PG1187FB3DC6E"
"big band","AR33JQI1187B9ADC2A"
"american","AR33JQI1187B9ADC2A"
"pop","AR33JQI1187B9ADC2A"
"easy listening soundtracks and musicals","AR33JQI1187B9ADC2A"
"classic pop and rock","AR33KSV1187FB4B900"
"qi-western releases","AR33NJ21187B9AC3D9"
"uk","AR33SAC1187B99E756"
"4ad","AR33SAC1187B99E756"
"british","AR33SAC1187B99E756"
"english","AR33SAC1187B99E756"
"classical","AR342K51187B98B571"
"french","AR342K51187B98B571"
"european","AR342K51187B98B571"
"folk","AR34BO71187B9AD988"
"indian classical","AR34E0O1187B9A45AC"
"indian","AR34E0O1187B9A45AC"
"soundtrack","AR34E0O1187B9A45AC"
"rock","AR34XEI1187FB4BE06"
"canadian","AR34XEI1187FB4BE06"
"basque","AR35DZG1187B999464"
"classic pop and rock","AR35E9F1187B9B4877"
"folk","AR35E9F1187B9B4877"
"uk","AR35YUO1187B9AD83E"
"scottish","AR35YUO1187B9AD83E"
"british","AR35YUO1187B9AD83E"
"classic pop and rock","AR35YUO1187B9AD83E"
"indie rock","AR35ZOY1187B98C79D"
"rock","AR35ZOY1187B98C79D"
"scottish","AR35ZOY1187B98C79D"
"british","AR35ZOY1187B98C79D"
"pop","AR35ZOY1187B98C79D"
"alternative rock","AR35ZOY1187B98C79D"
"post-punk revival","AR35ZOY1187B98C79D"
"pop and chart","AR35ZOY1187B98C79D"
"uk","AR35ZOY1187B98C79D"
"uk","AR35ZU21187B9B65FC"
"scottish","AR35ZU21187B9B65FC"
"british","AR35ZU21187B9B65FC"
"folk","AR3605O1187FB4D0AE"
"punk","AR366961187B9B30A5"
"usa","AR366961187B9B30A5"
"washington dc","AR366961187B9B30A5"
"american","AR36IP11187B9A2F36"
"futurepop","AR36IP11187B9A2F36"
"electronic","AR36IP11187B9A2F36"
"electro-industrial","AR36IP11187B9A2F36"
"london","AR36ITB1187B9A636D"
"british","AR36ITB1187B9A636D"
"dance and electronica","AR36ITB1187B9A636D"
"alternative rock","AR372T61187FB3A5AD"
"rock","AR372T61187FB3A5AD"
"australian","AR372T61187FB3A5AD"
"south carolina","AR374SZ1187B994BA0"
"columbia","AR374SZ1187B994BA0"
"boston","AR3752L1187FB4B67E"
"punk","AR3752L1187FB4B67E"
"usa","AR3752L1187FB4B67E"
"rock","AR3793X1187FB50CB3"
"blues","AR3793X1187FB50CB3"
"british","AR3793X1187FB50CB3"
"classic pop and rock","AR3793X1187FB50CB3"
"rock blues","AR3793X1187FB50CB3"
"english","AR37ILI1187B98E27B"
"classic pop and rock","AR37ILI1187B98E27B"
"blues","AR37K6O1187B9AD049"
"hip hop","AR37QVQ1187FB4E011"
"bassist","AR37SX11187FB3E164"
"jazz","AR37SX11187FB3E164"
"american","AR37SX11187FB3E164"
"classic pop and rock","AR37XMN1187B9AC408"
"hard rock","AR383YE1187B9AC00C"
"blues rock","AR383YE1187B9AC00C"
"deep purple family","AR383YE1187B9AC00C"
"uk","AR383YE1187B9AC00C"
"british","AR383YE1187B9AC00C"
"english","AR383YE1187B9AC00C"
"folk","AR38A0J1187FB39BE8"
"folk","AR38CXV1187FB4DAA0"
"jazz and blues","AR38G591187B98E5AC"
"british","AR38NWX1187B9915B8"
"folk","AR390AM1187FB5B1B0"
"american","AR392MV1187FB3C3FE"
"pop","AR392MV1187FB3C3FE"
"new wave","AR3962I1187FB3DE9B"
"classic pop and rock","AR3962I1187FB3DE9B"
"punk","AR39EIS1187B98D412"
"canada","AR39EIS1187B98D412"
"classic pop and rock","AR39HYB1187FB56A08"
"french","AR39ICE1187B98DF62"
"scotland","AR39QZK1187B9B1846"
"uk","AR39QZK1187B9B1846"
"punk","AR39QZK1187B9B1846"
"edinburgh","AR39QZK1187B9B1846"
"american","AR3AIEI1187B992D8D"
"opera","AR3AIEI1187B992D8D"
"mezzo-soprano","AR3AIEI1187B992D8D"
"classic pop and rock","AR3AL881187FB44B52"
"rock","AR3ARXC1187B999DD0"
"funk","AR3ARXC1187B999DD0"
"p-funk","AR3ARXC1187B999DD0"
"norwegian","AR3B4IC1187B98C8B6"
"heavy metal","AR3B7K91187B98C62E"
"thrash metal","AR3B7K91187B98C62E"
"speed metal","AR3B7K91187B98C62E"
"american","AR3B7K91187B98C62E"
"metal","AR3B7K91187B98C62E"
"american heavy metal","AR3B7K91187B98C62E"
"rock and indie","AR3BAPB1187FB3DD5E"
"uk","AR3BS8T1187FB4CD64"
"british","AR3BS8T1187FB4CD64"
"english","AR3BS8T1187FB4CD64"
"french","AR3C2RJ1187B99D907"
"madison","AR3C9UE1187B98D5B8"
"punk","AR3C9UE1187B98D5B8"
"usa","AR3C9UE1187B98D5B8"
"rap","AR3CQ2D1187B9B1953"
"folk","AR3CTQW1187FB37398"
"dj","AR3CW5D1187B991530"
"hardcore","AR3CW5D1187B991530"
"freeform","AR3CW5D1187B991530"
"uk","AR3CW5D1187B991530"
"happy hardcore","AR3CW5D1187B991530"
"industrial metal","AR3CYAU1187FB54C44"
"swedish","AR3CYAU1187FB54C44"
"norvégien","AR3CZP01187FB476CA"
"norway","AR3CZP01187FB476CA"
"norvège","AR3CZP01187FB476CA"
"norwegian","AR3CZP01187FB476CA"
"scandinavia","AR3CZP01187FB476CA"
"scandinave","AR3CZP01187FB476CA"
"scandinavie","AR3CZP01187FB476CA"
"pop","AR3CZP01187FB476CA"
"scandinavian","AR3CZP01187FB476CA"
"electronic","AR3DAT71187FB40CCB"
"british","AR3DAT71187FB40CCB"
"english","AR3DAT71187FB40CCB"
"experimental","AR3DAT71187FB40CCB"
"uk","AR3DAT71187FB40CCB"
"thrash metal","AR3DDK21187FB5C401"
"american","AR3DDK21187FB5C401"
"metal","AR3DDK21187FB5C401"
"country","AR3DLBB1187B98F3DF"
"american","AR3DLBB1187B98F3DF"
"rock and indie","AR3DQCQ1187B99B470"
"hingham","AR3DRZ71187B991073"
"massachusetts","AR3DRZ71187B991073"
"usa","AR3DRZ71187B991073"
"punk","AR3DRZ71187B991073"
"rock","AR3DXTG1187FB38776"
"british","AR3DXTG1187FB38776"
"uk","AR3DXTG1187FB38776"
"alternative","AR3DXTG1187FB38776"
"pop","AR3DXTG1187FB38776"
"england","AR3DXTG1187FB38776"
"english","AR3DXTG1187FB38776"
"pop rock","AR3DXTG1187FB38776"
"folk","AR3DXTG1187FB38776"
"90s","AR3DXTG1187FB38776"
"singer songwriters","AR3DXTG1187FB38776"
"soulful","AR3DXTG1187FB38776"
"70s","AR3DXTG1187FB38776"
"female vocalists","AR3DXTG1187FB38776"
"80s","AR3DXTG1187FB38776"
"producer","AR3DXTG1187FB38776"
"rock and indie","AR3DXTG1187FB38776"
"alternative rock","AR3DXTG1187FB38776"
"art rock","AR3DXTG1187FB38776"
"kent","AR3DXTG1187FB38776"
"folk","AR3DYAD1187FB3964E"
"country","AR3DYAD1187FB3964E"
"classical","AR3DYAD1187FB3964E"
"jazz","AR3DYAD1187FB3964E"
"american","AR3DYAD1187FB3964E"
"classic pop and rock","AR3E4IO1187FB4B837"
"hungarian","AR3E6KM1187B9AA9B9"
"uk","AR3E8CU1187B9B1677"
"ipswich","AR3E8CU1187B9B1677"
"punk","AR3E8CU1187B9B1677"
"england","AR3E8CU1187B9B1677"
"the netherlands","AR3EAHS1187B989C61"
"rock and indie","AR3EPSZ1187B997170"
"alternative rock","AR3EPSZ1187B997170"
"rock","AR3EPSZ1187B997170"
"american","AR3EPSZ1187B997170"
"punk rock","AR3EPSZ1187B997170"
"indie rock","AR3EPSZ1187B997170"
"punk","AR3EPSZ1187B997170"
"american","AR3ETJY1187B98ED15"
"classic pop and rock","AR3EUYM1187B9B584E"
"country","AR3FBD81187B98A9A2"
"hip hop rnb and dance hall","AR3FE581187FB3F90A"
"french","AR3FJ6H1187FB39E71"
"jazz manouche","AR3FJ6H1187FB39E71"
"jazz","AR3FJ6H1187FB39E71"
"folk","AR3FJZI1187FB52FD2"
"sanborn","AR3FKJ61187B990357"
"british","AR3FST51187B9B79CB"
"uk","AR3FZFJ1187FB3BF0A"
"british","AR3FZFJ1187FB3BF0A"
"english","AR3FZFJ1187FB3BF0A"
"classic pop and rock","AR3FZFJ1187FB3BF0A"
"american","AR3G8V71187FB3A377"
"rock and indie","AR3G8V71187FB3A377"
"new york","AR3GAWW1187B9AD462"
"alternative","AR3GAWW1187B9AD462"
"usa","AR3GAWW1187B9AD462"
"alternative rock","AR3GAWW1187B9AD462"
"no wave","AR3GAWW1187B9AD462"
"post-punk","AR3GAWW1187B9AD462"
"rock","AR3GAWW1187B9AD462"
"punk rock","AR3GAWW1187B9AD462"
"noise rock","AR3GAWW1187B9AD462"
"experimental rock","AR3GAWW1187B9AD462"
"american","AR3GAWW1187B9AD462"
"classic pop and rock","AR3GAWW1187B9AD462"
"folk","AR3GE071187B9A6D71"
"uk","AR3GE8O1187FB3F9A2"
"british","AR3GE8O1187FB3F9A2"
"english","AR3GE8O1187FB3F9A2"
"classic pop and rock","AR3GK2J1187B9916C8"
"pop","AR3GNXL1187B99EB74"
"swiss","AR3GNXL1187B99EB74"
"rock and indie","AR3GWVU1187FB3A9A2"
"rock and indie","AR3GZLR1187FB3D817"
"scottish","AR3GZLR1187FB3D817"
"french","AR3HS9C1187FB48878"
"electronic","AR3HS9C1187FB48878"
"electro","AR3HS9C1187FB48878"
"european","AR3HS9C1187FB48878"
"vocoder","AR3HS9C1187FB48878"
"world","AR3I1EK1187B99E724"
"irish","AR3I3171187FB4DA72"
"pop and chart","AR3I3171187FB4DA72"
"uk","AR3I3DD1187B98F049"
"english","AR3I3DD1187B98F049"
"british","AR3I3DD1187B98F049"
"hip hop rnb and dance hall","AR3I3DD1187B98F049"
"hip-hop","AR3I3DD1187B98F049"
"jazz and blues","AR3I5C81187B9AD1F9"
"jazz","AR3I5C81187B9AD1F9"
"post hardcore","AR3I6YW1187B990DAA"
"indie","AR3I6YW1187B990DAA"
"alternative","AR3I6YW1187B990DAA"
"american","AR3I6YW1187B990DAA"
"indie","AR3IHGQ1187FB4C745"
"rock","AR3IHGQ1187FB4C745"
"rock and indie","AR3IHGQ1187FB4C745"
"swedish","AR3IHGQ1187FB4C745"
"norwegian","AR3IQ111187FB42739"
"french","AR3J4WZ1187B9B17ED"
"eurovision","AR3J4WZ1187B9B17ED"
"yé-yé","AR3J4WZ1187B9B17ED"
"pop","AR3J4WZ1187B9B17ED"
"guitarist","AR3JJGQ1187FB410B5"
"guitariste","AR3JJGQ1187FB410B5"
"dutch","AR3JKEM1187FB54CEC"
"american","AR3JMC51187B9AE49D"
"pop","AR3JMC51187B9AE49D"
"boy band","AR3JMC51187B9AE49D"
"boy group","AR3JMC51187B9AE49D"
"pop and chart","AR3JMC51187B9AE49D"
"hip hop rnb and dance hall","AR3JN3T1187B9B031D"
"uk","AR3JN3T1187B9B031D"
"producer","AR3JN3T1187B9B031D"
"london","AR3JN3T1187B9B031D"
"hip-hop","AR3JN3T1187B9B031D"
"grime","AR3JN3T1187B9B031D"
"british","AR3JN3T1187B9B031D"
"english","AR3JN3T1187B9B031D"
"rock and indie","AR3JO771187FB5BE08"
"rock and indie","AR3JRT61187FB4F489"
"british","AR3JWN91187FB38C2C"
"rock and indie","AR3K1T51187FB4042A"
"punk","AR3K9LH1187B993651"
"american","AR3KGPQ1187FB53C84"
"los angeles","AR3KGPQ1187FB53C84"
"rock and indie","AR3KGPQ1187FB53C84"
"grunge","AR3KGPQ1187FB53C84"
"crossover","AR3KLV21187FB45CEA"
"nu-metal","AR3KLV21187FB45CEA"
"rap-metal","AR3KLV21187FB45CEA"
"rapcore","AR3KLV21187FB45CEA"
"rock and indie","AR3KUCG1187B9A0BEA"
"idm","AR3LA671187FB567E4"
"electronica","AR3LA671187FB567E4"
"australian","AR3LA671187FB567E4"
"electronic","AR3LA671187FB567E4"
"electro-jazz","AR3LA671187FB567E4"
"dance and electronica","AR3LBRT1187B9B5BC7"
"actor","AR3M6F51187B9B8AD3"
"german","AR3M6ZZ1187B9B1EC0"
"british","AR3MMZH1187B9B55D0"
"uk","AR3MMZH1187B9B55D0"
"english","AR3MMZH1187B9B55D0"
"boy band","AR3MMZH1187B9B55D0"
"boy group","AR3MMZH1187B9B55D0"
"pop and chart","AR3MMZH1187B9B55D0"
"hip hop rnb and dance hall","AR3MPWA1187B9A68E3"
"funk","AR3MSAN1187B98F06B"
"southern hip-hop","AR3MSAN1187B98F06B"
"experimental","AR3MSAN1187B98F06B"
"alternative hip-hop","AR3MSAN1187B98F06B"
"hip hop rnb and dance hall","AR3MSAN1187B98F06B"
"hip-hop","AR3MSAN1187B98F06B"
"american","AR3MSAN1187B98F06B"
"pop and chart","AR3N728119B340367A"
"techno","AR3NJNQ1187FB3BF84"
"post-punk","AR3NJNQ1187FB3BF84"
"acid house","AR3NJNQ1187FB3BF84"
"performance art","AR3NJNQ1187FB3BF84"
"experimental","AR3NJNQ1187FB3BF84"
"electronic","AR3NJNQ1187FB3BF84"
"post-industrial","AR3NJNQ1187FB3BF84"
"british","AR3NJNQ1187FB3BF84"
"french","AR3NO6O1187B9B0DCE"
"uk","AR3NPVS1187FB5108F"
"british","AR3NPVS1187FB5108F"
"english","AR3NPVS1187FB5108F"
"dance and electronica","AR3NPVS1187FB5108F"
"reggae","AR3NZDQ1187FB3A628"
"soul","AR3NZDQ1187FB3A628"
"speed metal","AR3O92O1187B9A0791"
"thrash metal","AR3O92O1187B9A0791"
"american","AR3O92O1187B9A0791"
"greek","AR3O9LP1187FB37935"
"australia","AR3O9M61187FB3F181"
"downtempo","AR3OFYJ1187FB41167"
"electronic","AR3OFYJ1187FB41167"
"hiphop","AR3OFYJ1187FB41167"
"warp","AR3OFYJ1187FB41167"
"hip hop rnb and dance hall","AR3OFYJ1187FB41167"
"beatgen","AR3OFYJ1187FB41167"
"chinese","AR3OJOL1187FB51D5B"
"mandarin","AR3OJOL1187FB51D5B"
"hip hop rnb and dance hall","AR3OWYG1187FB5B17C"
"mc","AR3OWYG1187FB5B17C"
"grime","AR3OWYG1187FB5B17C"
"pop","AR3OWYG1187FB5B17C"
"classic pop and rock","AR3OXPU1187B993200"
"space rock","AR3OXSV1187B9A75B2"
"heavy metal","AR3OXSV1187B9A75B2"
"fuzz rock","AR3OXSV1187B9A75B2"
"hard rock","AR3OXSV1187B9A75B2"
"stoner rock","AR3OXSV1187B9A75B2"
"metal","AR3OXSV1187B9A75B2"
"stoner metal","AR3OXSV1187B9A75B2"
"jazz and blues","AR3OXY81187FB47D59"
"uk","AR3P1NA1187FB44B9E"
"british","AR3P1NA1187FB44B9E"
"english","AR3P1NA1187FB44B9E"
"dance and electronica","AR3P1NA1187FB44B9E"
"birmingham","AR3PCSB1187FB5175C"
"british","AR3PCSB1187FB5175C"
"finnish","AR3PEIM1187FB3F299"
"uk","AR3PEMB1187FB4D01A"
"british","AR3PEMB1187FB4D01A"
"english","AR3PEMB1187FB4D01A"
"rock and indie","AR3PEMB1187FB4D01A"
"rock and indie","AR3PHEH1187FB4CE4D"
"classic pop and rock","AR3PN3R1187FB4CEBD"
"jazz","AR3PPRH1187B99FCDD"
"american","AR3PPRH1187B99FCDD"
"dance and electronica","AR3PPVO1187FB42A66"
"finnish","AR3PTSL1187FB5912E"
"french","AR3PVQL1187FB50F14"
"european","AR3PVQL1187FB50F14"
"french touch","AR3PVQL1187FB50F14"
"house","AR3PVQL1187FB50F14"
"french house","AR3PVQL1187FB50F14"
"rock and indie","AR3PVQL1187FB50F14"
"sweet and wonderful","AR3Q2NM1187B9A7B52"
"american","AR3Q3O01187B9AC776"
"broadway composer","AR3Q3O01187B9AC776"
"musical theater","AR3Q3O01187B9AC776"
"classical","AR3Q3O01187B9AC776"
"opera","AR3Q3O01187B9AC776"
"soundtrack","AR3Q3O01187B9AC776"
"rock and indie","AR3Q48J1187FB55278"
"uk","AR3Q7431187B9B30D9"
"4ad","AR3Q7431187B9B30D9"
"british","AR3Q7431187B9B30D9"
"english","AR3Q7431187B9B30D9"
"dance and electronica","AR3Q7431187B9B30D9"
"new age","AR3Q86S1187B9ADDCF"
"ethnic electronica","AR3Q86S1187B9ADDCF"
"ambient","AR3Q86S1187B9ADDCF"
"world","AR3Q86S1187B9ADDCF"
"electronic","AR3Q86S1187B9ADDCF"
"méxico","AR3QM7J1187FB43F7E"
"español","AR3QM7J1187FB43F7E"
"alternative rock","AR3QM7J1187FB43F7E"
"rock","AR3QM7J1187FB43F7E"
"latin","AR3QM7J1187FB43F7E"
"french","AR3QRJ91187B98E4C2"
"european","AR3QRJ91187B98E4C2"
"rock and indie","AR3QRJ91187B98E4C2"
"hip hop","AR3QS2R1187B9953C7"
"electronic","AR3R4241187B9B5EFB"
"british","AR3R4241187B9B5EFB"
"uk","AR3R4241187B9B5EFB"
"10s","AR3R4241187B9B5EFB"
"00s","AR3R4241187B9B5EFB"
"english","AR3R4241187B9B5EFB"
"female vocalists","AR3R4241187B9B5EFB"
"electroclash","AR3R4241187B9B5EFB"
"pop and chart","AR3R47O1187B9A3ED9"
"country","AR3R83L1187B9B01B0"
"folk","AR3R83L1187B9B01B0"
"british","AR3RL951187B9B8F76"
"classic pop and rock","AR3RM471187B999A35"
"afrobeat","AR3RM471187B999A35"
"south african","AR3RM471187B999A35"
"jazz","AR3RM471187B999A35"
"hip hop","AR3RMO51187B994B41"
"uk","AR3RPLL1187B9B2301"
"northern irish","AR3RPLL1187B9B2301"
"punk","AR3RPLL1187B9B2301"
"northern ireland","AR3RPLL1187B9B2301"
"rock and indie","AR3RPLL1187B9B2301"
"classical","AR3S3WU1187FB37BCD"
"french","AR3S3WU1187FB37BCD"
"opera","AR3S3WU1187FB37BCD"
